nome,clube
Victor Gomes Silva,Guarani Futebol Clube
Vitória Gomes Barbosa,Associação Atlética Ponte Preta
Henrique da Silva Silva,Associação Atlética Ponte Preta
Miguel de Oliveira Sanches,Círculo Militar de Campinas
Maria de Oliveira Senzaki,Guarani Futebol Clube
Miguel Gomes Melo,Tênis Clube de Campinas
Pedro de Oliveira Araujo,Guarani Futebol Clube
Vinícius Franco Trindade,Associação Atlética Ponte Preta
Guilherme de Oliveira Athayde,Associação Atlética Ponte Preta
Guilherme Cruz Soares,Círculo Militar de Campinas
Thiago Mesquita Lopes,Tênis Clube de Campinas
Mariana Franco Amancio,Associação Atlética Ponte Preta
Sofia Amorim Campos,Associação Atlética Ponte Preta
Yasmin Queiroz Soares,Tênis Clube de Campinas
Samuel da Silva Rodrigues,Tênis Clube de Campinas
Daniel Fernandes Camargo,Guarani Futebol Clube
Yasmin Gomes da Costa,Círculo Militar de Campinas
Felipe de Medeiros Athayde,Círculo Militar de Campinas
Miguel da Silva Soares,Sociedade Hípica de Campinas
Daniel Cristine Araujo,Guarani Futebol Clube
Clara Paschoalino Melo,Guarani Futebol Clube
Erik Gomes Castilho,Tênis Clube de Campinas
Maria Alves Araujo,Tênis Clube de Campinas
Giovanna de Medeiros Castilho,Círculo Militar de Campinas
Livia Bellini Mendonça,Associação Atlética Ponte Preta
Vitória Matos Soares,Tênis Clube de Campinas
Henrique de Medeiros Machado,Círculo Militar de Campinas
Matheus Mesquita Ribeiro,Sociedade Hípica de Campinas
João Santana Araujo,Tênis Clube de Campinas
Felipe de Oliveira Araujo,Tênis Clube de Campinas
Gabriel Paschoalino Pereira,Associação Atlética Ponte Preta
Samuel Gomes Amaral,Círculo Militar de Campinas
Miguel Vieira Campos,Associação Atlética Ponte Preta
Miguel Martins Amaral,Tênis Clube de Campinas
Miguel de Oliveira Camargo,Tênis Clube de Campinas
Matheus Cristine Campos,Tênis Clube de Campinas
Guilherme Fernandes Pereira,Sociedade Hípica de Campinas
Larissa Matos Lopes,Sociedade Hípica de Campinas
Thiago Martins Amancio,Tênis Clube de Campinas
Eduardo Mesquita Mendonça,Guarani Futebol Clube
Thiago Matos Senzaki,Círculo Militar de Campinas
Samuel Amorim Senzaki,Associação Atlética Ponte Preta
Miguel Vieira Senzaki,Círculo Militar de Campinas
Daniel de Medeiros Trindade,Guarani Futebol Clube
Beatriz da Silva Mengue,Tênis Clube de Campinas
Henrique Fernandes Pereira,Guarani Futebol Clube
Samuel Braz Soares,Círculo Militar de Campinas
João Paschoalino Ribeiro,Círculo Militar de Campinas
Samuel Amorim Mengue,Tênis Clube de Campinas
Victor Paschoalino Pinto,Guarani Futebol Clube
Pedro Mesquita Amancio,Tênis Clube de Campinas
Beatriz de Oliveira Senzaki,Associação Atlética Ponte Preta
Thiago Gomes Domingues,Guarani Futebol Clube
Vinícius Vieira Machado,Guarani Futebol Clube
Thiago Alves Amaral,Guarani Futebol Clube
Rafael de Almeida da Costa,Guarani Futebol Clube
Larissa de Almeida Ribeiro,Associação Atlética Ponte Preta
Daniel Vieira Mendonça,Círculo Militar de Campinas
Yasmin Ferreira Pereira,Sociedade Hípica de Campinas
Erik Ferreira Melo,Associação Atlética Ponte Preta
Felipe Mesquita Melo,Guarani Futebol Clube
Vitória Cruz Campos,Tênis Clube de Campinas
Miguel de Almeida Trindade,Sociedade Hípica de Campinas
Gabriel Amorim Trindade,Círculo Militar de Campinas
Thiago Cristine Senzaki,Círculo Militar de Campinas
Beatriz de Almeida Mendes,Círculo Militar de Campinas
Larissa Amorim Athayde,Guarani Futebol Clube
Maria Braz da Costa,Guarani Futebol Clube
Guilherme Bellini Campos,Círculo Militar de Campinas
Pedro Santana Barbosa,Tênis Clube de Campinas
Miguel Queiroz Lopes,Círculo Militar de Campinas
Mariana Alves Dias,Associação Atlética Ponte Preta
Matheus Santana Mendonça,Círculo Militar de Campinas
Vinícius Franco Mengue,Sociedade Hípica de Campinas
Henrique Martins Machado,Tênis Clube de Campinas
Felipe de Oliveira Domingues,Guarani Futebol Clube
Guilherme Ponciano Athayde,Sociedade Hípica de Campinas
Sofia Alves Campos,Associação Atlética Ponte Preta
André Gomes Barbosa,Associação Atlética Ponte Preta
Mariana Vieira Araujo,Tênis Clube de Campinas
Gabriel Cruz Mengue,Guarani Futebol Clube
João de Oliveira Lopes,Associação Atlética Ponte Preta
Samuel da Silva Pereira,Tênis Clube de Campinas
Felipe Alves Melo,Guarani Futebol Clube
Sofia Martins dos Santos,Guarani Futebol Clube
Larissa de Medeiros Mengue,Associação Atlética Ponte Preta
André Mesquita Domingues,Guarani Futebol Clube
Daniel Paschoalino Camargo,Tênis Clube de Campinas
Mariana Ponciano Silva,Tênis Clube de Campinas
Erik Bellini Pereira,Associação Atlética Ponte Preta
Larissa Cruz Ribeiro,Guarani Futebol Clube
Miguel Cruz Silva,Círculo Militar de Campinas
Yasmin de Medeiros Mendonça,Associação Atlética Ponte Preta
André Queiroz dos Santos,Círculo Militar de Campinas
Pedro Cruz Sanches,Sociedade Hípica de Campinas
Pedro Fernandes Mengue,Associação Atlética Ponte Preta
Eduardo Alves Campos,Guarani Futebol Clube
Thiago Ferreira Barbosa,Sociedade Hípica de Campinas
Erik Santana Silva,Guarani Futebol Clube
Guilherme Paschoalino Pereira,Associação Atlética Ponte Preta
Felipe Vieira Mendonça,Círculo Militar de Campinas
Beatriz Cruz Senzaki,Círculo Militar de Campinas
Giovanna Santana Amaral,Círculo Militar de Campinas
Daniel Vieira Trindade,Tênis Clube de Campinas
Guilherme Ferreira Soares,Círculo Militar de Campinas
Sofia Braz Lima,Associação Atlética Ponte Preta
Clara de Oliveira Castilho,Associação Atlética Ponte Preta
Sofia Nascimento Pereira,Guarani Futebol Clube
Beatriz da Silva Castilho,Tênis Clube de Campinas
Guilherme Martins Pinto,Círculo Militar de Campinas
Guilherme Vieira dos Santos,Tênis Clube de Campinas
Eduardo Paschoalino Senzaki,Círculo Militar de Campinas
Daniel Bellini Lima,Tênis Clube de Campinas
Beatriz Mesquita Mengue,Guarani Futebol Clube
Maria Matos Araujo,Círculo Militar de Campinas
Eduardo Cruz dos Santos,Tênis Clube de Campinas
Mariana Matos Rodrigues,Círculo Militar de Campinas
Yasmin Franco Senzaki,Sociedade Hípica de Campinas
Samuel Nascimento Barbosa,Sociedade Hípica de Campinas
Livia Franco Pereira,Guarani Futebol Clube
Yasmin Braz dos Santos,Guarani Futebol Clube
Giovanna Paschoalino Pinto,Sociedade Hípica de Campinas
Mariana Martins Mendes,Tênis Clube de Campinas
Samuel Vieira Senzaki,Tênis Clube de Campinas
Samuel Bellini Mendes,Associação Atlética Ponte Preta
Vitória Braz Senzaki,Associação Atlética Ponte Preta
Vinícius Franco Melo,Círculo Militar de Campinas
Henrique de Medeiros Mengue,Tênis Clube de Campinas
Clara de Oliveira Silva,Associação Atlética Ponte Preta
Eduardo Mesquita Mendonça,Sociedade Hípica de Campinas
Matheus Santana Melo,Tênis Clube de Campinas
Livia Bellini Amancio,Círculo Militar de Campinas
Livia Queiroz Rodrigues,Associação Atlética Ponte Preta
Beatriz de Almeida Senzaki,Guarani Futebol Clube
Felipe de Almeida Melo,Tênis Clube de Campinas
Giovanna Franco Sanches,Círculo Militar de Campinas
Pedro de Oliveira dos Santos,Associação Atlética Ponte Preta
João Matos da Costa,Tênis Clube de Campinas
Clara Gomes Pereira,Associação Atlética Ponte Preta
Giovanna Bellini Mengue,Sociedade Hípica de Campinas
Gabriel Cruz Machado,Sociedade Hípica de Campinas
Beatriz Mesquita dos Santos,Tênis Clube de Campinas
Giovanna Santana Soares,Círculo Militar de Campinas
Felipe da Silva Soares,Tênis Clube de Campinas
Clara Martins dos Santos,Círculo Militar de Campinas
Felipe Franco Mendes,Associação Atlética Ponte Preta
Maria Franco Rodrigues,Tênis Clube de Campinas
Rafael Queiroz Rodrigues,Associação Atlética Ponte Preta
Miguel Vieira Melo,Associação Atlética Ponte Preta
Matheus Cruz Rodrigues,Círculo Militar de Campinas
Erik Mesquita Araujo,Sociedade Hípica de Campinas
Vitória Fernandes Rodrigues,Círculo Militar de Campinas
Victor Amorim Mendonça,Tênis Clube de Campinas
Larissa Braz Silva,Círculo Militar de Campinas
Daniel Nascimento Mengue,Sociedade Hípica de Campinas
Pedro da Silva Amaral,Tênis Clube de Campinas
Eduardo Alves Pinto,Associação Atlética Ponte Preta
Henrique Paschoalino Camargo,Guarani Futebol Clube
Samuel Mesquita Pinto,Sociedade Hípica de Campinas
Guilherme Mesquita Lopes,Sociedade Hípica de Campinas
Matheus Santana Mendonça,Guarani Futebol Clube
Livia Nascimento Rodrigues,Associação Atlética Ponte Preta
Clara Fernandes dos Santos,Guarani Futebol Clube
Henrique Cristine Lopes,Sociedade Hípica de Campinas
Thiago Ferreira Barbosa,Guarani Futebol Clube
Vinícius Braz Ribeiro,Associação Atlética Ponte Preta
Beatriz Martins Athayde,Círculo Militar de Campinas
Vinícius Nascimento Dias,Tênis Clube de Campinas
Maria Ferreira Pereira,Associação Atlética Ponte Preta
Larissa Bellini Ribeiro,Associação Atlética Ponte Preta
Pedro Mesquita Ribeiro,Círculo Militar de Campinas
Clara Matos Silva,Sociedade Hípica de Campinas
Yasmin de Oliveira Silva,Círculo Militar de Campinas
Samuel de Medeiros Mendes,Sociedade Hípica de Campinas
Erik Paschoalino Lima,Associação Atlética Ponte Preta
Miguel Amorim Mendonça,Guarani Futebol Clube
Miguel Queiroz Araujo,Tênis Clube de Campinas
Maria Paschoalino Senzaki,Guarani Futebol Clube
Guilherme Bellini dos Santos,Guarani Futebol Clube
Eduardo Bellini dos Santos,Sociedade Hípica de Campinas
Victor Paschoalino Araujo,Guarani Futebol Clube
Miguel Santana Domingues,Associação Atlética Ponte Preta
Samuel Ferreira Soares,Guarani Futebol Clube
Rafael Queiroz Pereira,Guarani Futebol Clube
Erik Fernandes Pereira,Círculo Militar de Campinas
Gabriel Fernandes Lima,Círculo Militar de Campinas
Larissa Ferreira Mendes,Associação Atlética Ponte Preta
Livia da Silva Amaral,Tênis Clube de Campinas
João Matos Soares,Círculo Militar de Campinas
Vitória da Silva Machado,Tênis Clube de Campinas
Henrique Vieira Sanches,Tênis Clube de Campinas
Giovanna da Silva Silva,Tênis Clube de Campinas
João Matos Mendes,Associação Atlética Ponte Preta
Maria Gomes Ribeiro,Círculo Militar de Campinas
Henrique Gomes Mendes,Círculo Militar de Campinas
Sofia Vieira Melo,Círculo Militar de Campinas
Daniel Mesquita Amaral,Sociedade Hípica de Campinas
Matheus Cristine Campos,Tênis Clube de Campinas
Erik Franco Silva,Guarani Futebol Clube
Mariana Mesquita Athayde,Círculo Militar de Campinas
João Franco Lima,Associação Atlética Ponte Preta
Maria da Silva Barbosa,Tênis Clube de Campinas
Daniel Fernandes Campos,Círculo Militar de Campinas
Mariana de Almeida Castilho,Guarani Futebol Clube
João Cristine Machado,Tênis Clube de Campinas
João Martins Machado,Tênis Clube de Campinas
Victor Paschoalino Pinto,Associação Atlética Ponte Preta
Mariana Mesquita Mendonça,Associação Atlética Ponte Preta
Miguel Santana Barbosa,Guarani Futebol Clube
Livia Braz Athayde,Tênis Clube de Campinas
Maria de Almeida Silva,Círculo Militar de Campinas
Vinícius Mesquita Castilho,Guarani Futebol Clube
Matheus Braz Domingues,Sociedade Hípica de Campinas
Samuel Ponciano Domingues,Círculo Militar de Campinas
Miguel de Medeiros Campos,Círculo Militar de Campinas
Matheus Alves Amancio,Associação Atlética Ponte Preta
Henrique Gomes Domingues,Círculo Militar de Campinas
Sofia Alves Athayde,Sociedade Hípica de Campinas
Mariana Franco Amancio,Tênis Clube de Campinas
Livia de Almeida Domingues,Tênis Clube de Campinas
Erik Amorim da Costa,Círculo Militar de Campinas
Vinícius Fernandes Amancio,Sociedade Hípica de Campinas
Mariana Santana Melo,Sociedade Hípica de Campinas
Clara Ferreira Senzaki,Círculo Militar de Campinas
Sofia Amorim Campos,Círculo Militar de Campinas
Rafael Braz Machado,Sociedade Hípica de Campinas
Guilherme Matos Trindade,Associação Atlética Ponte Preta
Rafael Franco Ribeiro,Círculo Militar de Campinas
Felipe Ponciano Soares,Guarani Futebol Clube
Yasmin Amorim Araujo,Círculo Militar de Campinas
Giovanna Queiroz Mengue,Sociedade Hípica de Campinas
Vitória Cruz Sanches,Guarani Futebol Clube
Livia Ponciano Lopes,Associação Atlética Ponte Preta
Rafael Queiroz Senzaki,Sociedade Hípica de Campinas
Sofia Nascimento Sanches,Sociedade Hípica de Campinas
Pedro Bellini Pinto,Associação Atlética Ponte Preta
Mariana Braz Rodrigues,Sociedade Hípica de Campinas
João Matos da Costa,Guarani Futebol Clube
Eduardo Cruz da Costa,Associação Atlética Ponte Preta
Daniel Alves Amancio,Círculo Militar de Campinas
Sofia de Almeida da Costa,Tênis Clube de Campinas
Giovanna Santana Campos,Guarani Futebol Clube
Sofia Alves Campos,Tênis Clube de Campinas
Henrique Cruz Castilho,Associação Atlética Ponte Preta
Beatriz Vieira dos Santos,Guarani Futebol Clube
Mariana Braz Lopes,Tênis Clube de Campinas
Vitória Paschoalino Amancio,Guarani Futebol Clube
Miguel da Silva Soares,Tênis Clube de Campinas
Gabriel Cristine dos Santos,Tênis Clube de Campinas
Erik Martins Silva,Sociedade Hípica de Campinas
Maria Ferreira Camargo,Círculo Militar de Campinas
Thiago Vieira Sanches,Guarani Futebol Clube
Rafael Amorim Domingues,Guarani Futebol Clube
Yasmin Franco dos Santos,Guarani Futebol Clube
Miguel Ponciano Araujo,Sociedade Hípica de Campinas
Clara Queiroz Barbosa,Guarani Futebol Clube
Vinícius Santana Ribeiro,Círculo Militar de Campinas
Victor de Oliveira Dias,Círculo Militar de Campinas
Henrique Matos Machado,Guarani Futebol Clube
Miguel Matos Castilho,Associação Atlética Ponte Preta
Vitória Cristine Araujo,Círculo Militar de Campinas
André Ponciano Senzaki,Sociedade Hípica de Campinas
Victor Braz Domingues,Associação Atlética Ponte Preta
Felipe Queiroz Castilho,Círculo Militar de Campinas
Guilherme de Oliveira Silva,Tênis Clube de Campinas
Miguel Braz Rodrigues,Tênis Clube de Campinas
Guilherme Ferreira Amaral,Tênis Clube de Campinas
Vitória Fernandes Amaral,Círculo Militar de Campinas
Giovanna Paschoalino Amancio,Associação Atlética Ponte Preta
Beatriz Alves Barbosa,Sociedade Hípica de Campinas
Gabriel Cristine Trindade,Tênis Clube de Campinas
Mariana Bellini Lima,Tênis Clube de Campinas
Livia Bellini Ribeiro,Sociedade Hípica de Campinas
Beatriz de Almeida Melo,Círculo Militar de Campinas
Guilherme Santana Amaral,Associação Atlética Ponte Preta
Beatriz de Oliveira Amancio,Associação Atlética Ponte Preta
Pedro da Silva Domingues,Tênis Clube de Campinas
Vinícius Amorim dos Santos,Guarani Futebol Clube
Henrique da Silva Silva,Sociedade Hípica de Campinas
Pedro Franco Lopes,Tênis Clube de Campinas
Larissa Cristine Lima,Associação Atlética Ponte Preta
Thiago Vieira Campos,Sociedade Hípica de Campinas
Erik Mesquita Campos,Guarani Futebol Clube
Guilherme Queiroz Silva,Tênis Clube de Campinas
André de Medeiros Ribeiro,Tênis Clube de Campinas
João Queiroz Soares,Sociedade Hípica de Campinas
Beatriz Ferreira Mendonça,Sociedade Hípica de Campinas
Maria Matos Melo,Tênis Clube de Campinas
Matheus Matos Pinto,Associação Atlética Ponte Preta
Thiago de Almeida Soares,Guarani Futebol Clube
Samuel Braz Pereira,Sociedade Hípica de Campinas
Eduardo Paschoalino Ribeiro,Associação Atlética Ponte Preta
Guilherme de Oliveira Amancio,Tênis Clube de Campinas
Vinícius Ponciano Senzaki,Guarani Futebol Clube
Daniel Amorim Ribeiro,Tênis Clube de Campinas
Vitória Vieira Ribeiro,Sociedade Hípica de Campinas
Clara Ferreira Araujo,Tênis Clube de Campinas
Maria Paschoalino Dias,Guarani Futebol Clube
Vinícius Matos Amancio,Sociedade Hípica de Campinas
Livia Vieira Lima,Círculo Militar de Campinas
Thiago Nascimento Pereira,Círculo Militar de Campinas
Matheus Braz Soares,Círculo Militar de Campinas
Gabriel Vieira Camargo,Círculo Militar de Campinas
André Vieira Camargo,Associação Atlética Ponte Preta
Vitória Braz dos Santos,Sociedade Hípica de Campinas
Eduardo Paschoalino Silva,Círculo Militar de Campinas
Eduardo de Medeiros Soares,Associação Atlética Ponte Preta
Erik Bellini Soares,Associação Atlética Ponte Preta
Yasmin Santana Pinto,Associação Atlética Ponte Preta
Felipe Nascimento Trindade,Guarani Futebol Clube
Matheus Queiroz Amancio,Associação Atlética Ponte Preta
Erik Paschoalino Pinto,Associação Atlética Ponte Preta
Pedro Alves Mendonça,Círculo Militar de Campinas
Giovanna Nascimento Campos,Guarani Futebol Clube
Maria Alves Athayde,Tênis Clube de Campinas
Rafael Ponciano Senzaki,Círculo Militar de Campinas
Erik Queiroz Pinto,Associação Atlética Ponte Preta
Larissa Amorim Machado,Círculo Militar de Campinas
Mariana Matos Mendes,Sociedade Hípica de Campinas
Samuel Nascimento Campos,Tênis Clube de Campinas
Rafael Ponciano Campos,Sociedade Hípica de Campinas
Gabriel Vieira Domingues,Sociedade Hípica de Campinas
Vinícius Amorim Senzaki,Círculo Militar de Campinas
Larissa Matos Lopes,Guarani Futebol Clube
Mariana Gomes Rodrigues,Círculo Militar de Campinas
Felipe Fernandes Pereira,Tênis Clube de Campinas
Guilherme Ferreira Soares,Sociedade Hípica de Campinas
Pedro Franco Lopes,Sociedade Hípica de Campinas
Sofia de Oliveira Soares,Tênis Clube de Campinas
Beatriz de Medeiros Mendes,Associação Atlética Ponte Preta
Samuel Gomes Rodrigues,Guarani Futebol Clube
Giovanna Amorim Soares,Sociedade Hípica de Campinas
André Ferreira Camargo,Associação Atlética Ponte Preta
Samuel Braz Pereira,Tênis Clube de Campinas
Giovanna Santana Campos,Sociedade Hípica de Campinas
Maria Amorim Dias,Tênis Clube de Campinas
Matheus Matos Domingues,Guarani Futebol Clube
Guilherme Cristine Pinto,Tênis Clube de Campinas
Yasmin Ferreira Trindade,Tênis Clube de Campinas
Daniel Fernandes Mendonça,Círculo Militar de Campinas
Larissa Matos Silva,Associação Atlética Ponte Preta
Felipe Vieira Mendonça,Sociedade Hípica de Campinas
Larissa Cristine Amancio,Círculo Militar de Campinas
Erik Cristine Soares,Círculo Militar de Campinas
Mariana Vieira Sanches,Guarani Futebol Clube
Matheus de Medeiros Mendonça,Sociedade Hípica de Campinas
André Nascimento Castilho,Sociedade Hípica de Campinas
André Cristine Domingues,Sociedade Hípica de Campinas
Beatriz Bellini Mendonça,Guarani Futebol Clube
João Matos Lopes,Associação Atlética Ponte Preta
André Alves Lima,Círculo Militar de Campinas
Sofia Gomes Mengue,Sociedade Hípica de Campinas
Vinícius Cristine Soares,Sociedade Hípica de Campinas
Victor Paschoalino Melo,Associação Atlética Ponte Preta
Vinícius Franco Athayde,Sociedade Hípica de Campinas
Maria Matos Camargo,Guarani Futebol Clube
Mariana Franco Lopes,Associação Atlética Ponte Preta
Larissa Cristine Sanches,Guarani Futebol Clube
Daniel da Silva Mendes,Círculo Militar de Campinas
Victor Matos Ribeiro,Guarani Futebol Clube
Giovanna Santana Silva,Guarani Futebol Clube
Eduardo Santana Barbosa,Sociedade Hípica de Campinas
Rafael Alves Campos,Círculo Militar de Campinas
Vinícius Queiroz Camargo,Associação Atlética Ponte Preta
Sofia Bellini Trindade,Tênis Clube de Campinas
Clara Braz Mengue,Tênis Clube de Campinas
Matheus Amorim Campos,Círculo Militar de Campinas
Vitória de Medeiros Lima,Sociedade Hípica de Campinas
Larissa Mesquita Castilho,Guarani Futebol Clube
Miguel Ferreira Lima,Guarani Futebol Clube
Beatriz Cristine Pinto,Sociedade Hípica de Campinas
Pedro Alves da Costa,Círculo Militar de Campinas
João Fernandes Athayde,Círculo Militar de Campinas
Clara Franco Barbosa,Tênis Clube de Campinas
Daniel Nascimento Pereira,Tênis Clube de Campinas
Livia de Almeida Mengue,Tênis Clube de Campinas
Matheus Mesquita dos Santos,Tênis Clube de Campinas
Eduardo da Silva Campos,Sociedade Hípica de Campinas
Maria Franco Mengue,Guarani Futebol Clube
Erik de Almeida da Costa,Sociedade Hípica de Campinas
Clara Cristine Mendes,Tênis Clube de Campinas
Guilherme Ponciano Soares,Guarani Futebol Clube
Yasmin Vieira Amancio,Tênis Clube de Campinas
Matheus Alves Domingues,Sociedade Hípica de Campinas
Miguel Matos Pereira,Guarani Futebol Clube
Guilherme Braz Campos,Associação Atlética Ponte Preta
Clara Santana Lima,Guarani Futebol Clube
João Braz Araujo,Sociedade Hípica de Campinas
Sofia Franco Athayde,Tênis Clube de Campinas
Miguel Braz Campos,Guarani Futebol Clube
Erik Santana Machado,Tênis Clube de Campinas
Samuel Gomes Pinto,Círculo Militar de Campinas
João Gomes Pereira,Guarani Futebol Clube
André Matos Ribeiro,Círculo Militar de Campinas
Livia Martins Machado,Tênis Clube de Campinas
Giovanna Nascimento Soares,Associação Atlética Ponte Preta
Erik Cristine Camargo,Guarani Futebol Clube
Vinícius Bellini Machado,Associação Atlética Ponte Preta
Pedro Cruz Pinto,Associação Atlética Ponte Preta
Vitória Franco Campos,Associação Atlética Ponte Preta
Larissa Fernandes Dias,Guarani Futebol Clube
Sofia Ferreira Amancio,Sociedade Hípica de Campinas
Larissa Ponciano Pinto,Guarani Futebol Clube
Livia de Medeiros Domingues,Sociedade Hípica de Campinas
Vitória Alves Senzaki,Sociedade Hípica de Campinas
Victor Cruz Pinto,Guarani Futebol Clube
André Braz Domingues,Guarani Futebol Clube
Guilherme Santana dos Santos,Associação Atlética Ponte Preta
Victor de Medeiros Mendes,Tênis Clube de Campinas
Guilherme Cruz Soares,Tênis Clube de Campinas
Beatriz Santana Araujo,Círculo Militar de Campinas
Vinícius Queiroz da Costa,Círculo Militar de Campinas
Felipe Braz dos Santos,Círculo Militar de Campinas
João Vieira Rodrigues,Associação Atlética Ponte Preta
Felipe Queiroz da Costa,Círculo Militar de Campinas
Henrique Bellini Lima,Círculo Militar de Campinas
Mariana Braz Rodrigues,Associação Atlética Ponte Preta
Daniel Martins Melo,Tênis Clube de Campinas
Thiago Alves da Costa,Círculo Militar de Campinas
Vitória Cristine Athayde,Sociedade Hípica de Campinas
Livia Braz Camargo,Sociedade Hípica de Campinas
Thiago Gomes Campos,Círculo Militar de Campinas
Rafael Ferreira Domingues,Tênis Clube de Campinas
Vitória Alves da Costa,Associação Atlética Ponte Preta
Daniel Braz Mendes,Tênis Clube de Campinas
Vinícius da Silva Trindade,Guarani Futebol Clube
Pedro Santana dos Santos,Tênis Clube de Campinas
Larissa Martins Senzaki,Guarani Futebol Clube
Sofia Gomes Ribeiro,Associação Atlética Ponte Preta
Sofia Queiroz Sanches,Sociedade Hípica de Campinas
Daniel Franco Lima,Tênis Clube de Campinas
Thiago Matos Melo,Tênis Clube de Campinas
Erik da Silva Mendonça,Associação Atlética Ponte Preta
Thiago Nascimento Campos,Tênis Clube de Campinas
Larissa Mesquita Rodrigues,Guarani Futebol Clube
Miguel Mesquita dos Santos,Tênis Clube de Campinas
Sofia Braz Lima,Sociedade Hípica de Campinas
Miguel Martins Ribeiro,Associação Atlética Ponte Preta
Livia Matos Barbosa,Associação Atlética Ponte Preta
Daniel Fernandes Camargo,Sociedade Hípica de Campinas
Beatriz Ferreira Silva,Associação Atlética Ponte Preta
Clara Braz Mendonça,Tênis Clube de Campinas
Livia Amorim da Costa,Associação Atlética Ponte Preta
Beatriz Vieira Sanches,Círculo Militar de Campinas
Sofia Nascimento Lopes,Associação Atlética Ponte Preta
Felipe Matos Rodrigues,Tênis Clube de Campinas
Thiago de Medeiros Amancio,Círculo Militar de Campinas
Beatriz Mesquita Machado,Círculo Militar de Campinas
Sofia Amorim Campos,Círculo Militar de Campinas
Eduardo Ponciano Amaral,Círculo Militar de Campinas
Yasmin Amorim Araujo,Guarani Futebol Clube
Henrique Nascimento Dias,Guarani Futebol Clube
Erik Matos Senzaki,Guarani Futebol Clube
Erik de Medeiros Pereira,Círculo Militar de Campinas
Henrique de Almeida Ribeiro,Círculo Militar de Campinas
Vinícius Braz Ribeiro,Tênis Clube de Campinas
André Cristine Melo,Guarani Futebol Clube
Livia Amorim Pinto,Tênis Clube de Campinas
André Amorim Araujo,Guarani Futebol Clube
Guilherme Martins Mendes,Associação Atlética Ponte Preta
Vitória Vieira Pereira,Sociedade Hípica de Campinas
Rafael Fernandes Pinto,Associação Atlética Ponte Preta
Henrique Martins dos Santos,Tênis Clube de Campinas
Matheus Cristine Campos,Círculo Militar de Campinas
João Matos Domingues,Guarani Futebol Clube
Miguel Amorim Silva,Sociedade Hípica de Campinas
Samuel Vieira Pereira,Guarani Futebol Clube
Daniel Martins Silva,Sociedade Hípica de Campinas
Miguel da Silva Campos,Associação Atlética Ponte Preta
Henrique Mesquita Machado,Círculo Militar de Campinas
Henrique Bellini Amancio,Sociedade Hípica de Campinas
Eduardo Mesquita Dias,Sociedade Hípica de Campinas
Larissa Paschoalino Rodrigues,Círculo Militar de Campinas
Beatriz Mesquita Campos,Guarani Futebol Clube
Samuel Ferreira Amaral,Tênis Clube de Campinas
Daniel Alves Rodrigues,Associação Atlética Ponte Preta
Vitória Bellini Camargo,Sociedade Hípica de Campinas
Pedro Amorim Araujo,Tênis Clube de Campinas
Maria Alves Senzaki,Guarani Futebol Clube
André de Medeiros Castilho,Guarani Futebol Clube
Giovanna Vieira Senzaki,Sociedade Hípica de Campinas
Clara Vieira Camargo,Associação Atlética Ponte Preta
Mariana Fernandes Lima,Tênis Clube de Campinas
Beatriz Gomes Mengue,Sociedade Hípica de Campinas
Eduardo Matos dos Santos,Tênis Clube de Campinas
Miguel Cruz Amancio,Sociedade Hípica de Campinas
Beatriz Ferreira Rodrigues,Sociedade Hípica de Campinas
Miguel Gomes Rodrigues,Associação Atlética Ponte Preta
Giovanna Cruz Lima,Círculo Militar de Campinas
Pedro Cristine da Costa,Tênis Clube de Campinas
Miguel de Almeida Camargo,Guarani Futebol Clube
Clara Braz Senzaki,Sociedade Hípica de Campinas
Guilherme Paschoalino Machado,Tênis Clube de Campinas
Pedro Cristine Soares,Associação Atlética Ponte Preta
Henrique de Almeida Ribeiro,Associação Atlética Ponte Preta
Livia Nascimento Amancio,Sociedade Hípica de Campinas
Daniel Paschoalino Rodrigues,Associação Atlética Ponte Preta
Vitória de Oliveira Athayde,Associação Atlética Ponte Preta
Vitória Fernandes Trindade,Tênis Clube de Campinas
Vitória Mesquita Sanches,Círculo Militar de Campinas
Samuel Alves Barbosa,Guarani Futebol Clube
Samuel Franco Machado,Guarani Futebol Clube
Mariana Braz Amaral,Guarani Futebol Clube
Larissa Bellini Athayde,Guarani Futebol Clube
Rafael Santana Machado,Círculo Militar de Campinas
Miguel Vieira Ribeiro,Tênis Clube de Campinas
Erik de Almeida Sanches,Círculo Militar de Campinas
Vitória Cruz Athayde,Círculo Militar de Campinas
Daniel Amorim Castilho,Tênis Clube de Campinas
Beatriz Mesquita Mengue,Sociedade Hípica de Campinas
Sofia Cruz Silva,Associação Atlética Ponte Preta
João Nascimento Barbosa,Círculo Militar de Campinas
Giovanna Santana Silva,Tênis Clube de Campinas
Gabriel de Oliveira Soares,Círculo Militar de Campinas
Beatriz Paschoalino Trindade,Sociedade Hípica de Campinas
Thiago Bellini Soares,Tênis Clube de Campinas
Henrique de Almeida Ribeiro,Guarani Futebol Clube
Gabriel Santana Camargo,Sociedade Hípica de Campinas
Henrique Nascimento Amaral,Tênis Clube de Campinas
Mariana Franco da Costa,Tênis Clube de Campinas
Samuel Braz Mendonça,Associação Atlética Ponte Preta
Yasmin Martins Castilho,Associação Atlética Ponte Preta
Daniel Cruz Rodrigues,Associação Atlética Ponte Preta
Samuel Martins Amaral,Associação Atlética Ponte Preta
