nome,placa,marca,cor
Mariana Braz Mendonça,DDC1C34,Hyundai,Preto
Rafael da Silva Amancio,EFD5A35,Fiat,Azul Claro
Beatriz Bellini Mendonça,EDE5E65,Hyundai,Branco
Matheus Amorim da Costa,EBF9D50,Toyota,Azul Claro
Thiago Bellini Trindade,AAD8E67,Honda,Vermelho
Thiago Santana Silva,CFA8A96,Fiat,Azul Claro
Guilherme Amorim Domingues,ACA8D76,Hyundai,Azul Claro
Victor Braz Domingues,FAD2D52,VW,Cinza
Victor Franco Lopes,CBF3E62,VW,Vermelho
Beatriz da Silva Trindade,ABD3D86,VW,Prata
Erik de Medeiros Amaral,AFD8D56,Hyundai,Cinza
Vitória Cruz Mendes,CEE0E51,Hyundai,Prata
Clara Amorim Lopes,DDF5E15,Chevrolet,Azul Claro
Vitória Cristine Machado,CDA3A94,VW,Cinza
Giovanna Nascimento Pinto,FDA0C17,VW,Cinza
Sofia Amorim Amancio,DFF6A82,Hyundai,Branco
Maria Gomes Mendes,BBE1E75,Toyota,Prata
João Gomes da Costa,CEA5E37,Chevrolet,Branco
Clara Bellini Lopes,AEA2E42,Chevrolet,Preto
Mariana Braz Lopes,DBC9D94,Fiat,Vermelho
Vinícius Queiroz da Costa,AAC2A94,Chevrolet,Azul Claro
Victor Queiroz Machado,BFF9D41,Hyundai,Preto
Vinícius Cruz Rodrigues,CDB6E76,Hyundai,Preto
Beatriz Mesquita da Costa,FEE2D95,Toyota,Vermelho
Felipe Ponciano Soares,EBF5E95,Hyundai,Prata
Larissa Amorim Soares,ECA0B87,VW,Azul Claro
Miguel da Silva Athayde,BDA6C31,Toyota,Prata
Felipe Amorim Silva,BAE6E21,Fiat,Preto
Vinícius Amorim Mengue,BBC0A29,Toyota,Cinza
Felipe de Medeiros Lopes,CAC2E43,Chevrolet,Prata
Giovanna Franco da Costa,ACD8D66,Hyundai,Prata
Yasmin Vieira Campos,FDE2E74,Toyota,Cinza
Larissa Cristine Amaral,FCC5B39,Honda,Vermelho
Rafael Braz Machado,FEE7B33,Fiat,Prata
Daniel Nascimento Sanches,AAD7D62,Fiat,Prata
Daniel Amorim Sanches,FDE0E32,Toyota,Prata
Maria de Almeida Campos,CBE9D10,Fiat,Prata
Larissa Ponciano Sanches,CBD1C21,Chevrolet,Azul Claro
João Vieira da Costa,AFE2E39,VW,Preto
Mariana Santana Lopes,CEA2B17,VW,Azul Claro
Sofia Cruz Melo,BAD8D11,Fiat,Preto
Beatriz Paschoalino Campos,DCF2A58,Fiat,Vermelho
Sofia Alves Lopes,DBF5B22,Hyundai,Azul Claro
Vinícius Santana Castilho,FCE7C99,Honda,Branco
Thiago Ferreira Amaral,AFA6B61,Hyundai,Azul Claro
João Fernandes Senzaki,BCE1A53,Chevrolet,Prata
Livia Alves Ribeiro,DFD0E39,Toyota,Prata
Matheus Vieira Athayde,EAE2D57,Chevrolet,Azul Claro
Felipe Ferreira Soares,DCB6B12,Fiat,Azul Claro
Erik Franco Camargo,FBB2A80,Chevrolet,Preto
Gabriel Matos Domingues,DFF8D37,Fiat,Prata
Pedro Cruz Dias,FBD2D34,Fiat,Azul Claro
Matheus de Oliveira Lima,BFA7B72,Toyota,Cinza
Miguel Cruz Barbosa,BCA3D51,Chevrolet,Branco
Daniel Cruz Barbosa,CFC0E48,Fiat,Preto
Rafael Fernandes Lopes,DCD7C21,Honda,Vermelho
Vitória Fernandes Campos,FAD1D77,Fiat,Preto
Vitória Ponciano Pereira,BBC1A38,Chevrolet,Prata
Victor Ponciano Barbosa,FFB9A97,VW,Vermelho
Matheus Alves Amancio,CBC9E57,Honda,Vermelho
Mariana Ferreira Pereira,FAF7E18,Chevrolet,Branco
Clara Amorim Athayde,BDF2A26,Honda,Azul Claro
Felipe Martins Castilho,CCE8A96,Toyota,Cinza
Yasmin Mesquita Soares,DBA6D50,Chevrolet,Cinza
Vinícius Paschoalino Machado,BEC0A27,VW,Azul Claro
Guilherme Ferreira Soares,FDC8C19,Chevrolet,Branco
Miguel Gomes Silva,BBC3D44,Fiat,Branco
Felipe Queiroz Castilho,AFA2D36,VW,Cinza
Felipe Cristine Pinto,EDF8A86,VW,Prata
João Martins Mendes,BDB8D94,Honda,Branco
Sofia Franco Trindade,FCB3E90,Fiat,Azul Claro
Henrique Nascimento Melo,ADB8A11,Hyundai,Cinza
Henrique da Silva Camargo,BFB5C86,Hyundai,Preto
Miguel de Medeiros Senzaki,CDB7A18,Chevrolet,Prata
Matheus Ferreira Machado,BBF3E24,Chevrolet,Vermelho
Eduardo Cruz Soares,EAB5D83,VW,Branco
Miguel de Almeida Athayde,CFE0A68,Hyundai,Preto
Henrique Santana Mendes,CEC7B65,Chevrolet,Preto
Vinícius Mesquita Araujo,FFB9A91,Honda,Vermelho
Thiago Fernandes Camargo,FBD8C98,Fiat,Branco
Gabriel Paschoalino Pereira,ABF9E99,Chevrolet,Prata
Eduardo Paschoalino Silva,BBB9D41,VW,Prata
Larissa Franco Athayde,BFA1E33,Fiat,Cinza
Felipe Nascimento Athayde,ACF3D15,Chevrolet,Prata
Eduardo Nascimento Lima,FEC8D45,Honda,Cinza
Vinícius Franco Melo,CCD5B68,Hyundai,Preto
Guilherme Santana da Costa,ECF6D78,Chevrolet,Cinza
Henrique Vieira Athayde,EFF6B17,Honda,Vermelho
Eduardo Ferreira Araujo,FDB2A34,Honda,Vermelho
Clara Paschoalino Melo,DAF4D68,Toyota,Branco
Daniel Santana Trindade,CAB7A94,Honda,Branco
Guilherme Fernandes Amancio,CCE0B64,Hyundai,Vermelho
Vitória da Silva Senzaki,ACC5D67,VW,Vermelho
Larissa de Oliveira Domingues,CED3A39,Fiat,Prata
Rafael Mesquita Mengue,DFE3C79,Fiat,Prata
Larissa Nascimento Barbosa,EDB6B66,Honda,Preto
João Santana Dias,BDB0D63,VW,Branco
Victor Franco Amancio,EBC6D86,Chevrolet,Preto
Pedro de Oliveira Pinto,FDF2D80,Hyundai,Vermelho
Pedro de Almeida Mendes,BAD6A22,Toyota,Prata
Yasmin Santana Barbosa,FEB6C96,VW,Cinza
Rafael Queiroz Machado,BCD9E94,Toyota,Prata
Vitória Amorim Trindade,FCD5A21,Hyundai,Cinza
Thiago Amorim Athayde,BDE4A33,Toyota,Preto
Eduardo Cruz Machado,CEB9C44,Honda,Azul Claro
Vitória Amorim Lopes,ECA2E33,Honda,Branco
Clara Santana Pereira,CDE8D18,Honda,Prata
Vinícius Braz Barbosa,BFE6B83,Hyundai,Azul Claro
Rafael Fernandes Silva,DDE4B81,Hyundai,Prata
Samuel Vieira Machado,BBD4D59,Honda,Cinza
Larissa da Silva Campos,CEC5A39,Hyundai,Preto
Larissa Gomes Sanches,ADD5B91,Chevrolet,Vermelho
João Bellini da Costa,CEC9B63,Honda,Branco
Victor de Oliveira Dias,ADC4A17,Fiat,Azul Claro
Clara Fernandes dos Santos,FDB5C41,Honda,Azul Claro
Henrique de Almeida Mengue,DED6A67,Fiat,Branco
Felipe Nascimento Trindade,BDE3D90,Hyundai,Cinza
Victor Matos Ribeiro,FFB2A45,Toyota,Cinza
Thiago Nascimento Machado,CCF5D42,Honda,Preto
André Nascimento Pinto,BDC5D87,VW,Preto
Felipe Cristine Barbosa,CDF2B37,Hyundai,Vermelho
Samuel de Almeida Rodrigues,BCB6C76,VW,Cinza
Giovanna da Silva Domingues,ADF3B92,Toyota,Branco
João de Oliveira Amancio,ECC3B23,Toyota,Branco
Felipe da Silva da Costa,EBA0C35,Hyundai,Preto
André Fernandes Machado,ABC6C53,Toyota,Preto
Rafael Nascimento Amancio,DFC0E54,VW,Cinza
Daniel de Medeiros dos Santos,FBA6C78,Fiat,Vermelho
Matheus Amorim Barbosa,EAC2B82,Honda,Preto
João Fernandes Ribeiro,ADC6A61,VW,Vermelho
Rafael da Silva Camargo,EEB7A10,Fiat,Preto
Thiago Alves da Costa,EFC8B78,VW,Cinza
Victor Vieira Sanches,ABE5C91,VW,Prata
Giovanna Cruz Rodrigues,FCE8E95,Toyota,Prata
Felipe Nascimento Trindade,CDA5A99,Honda,Azul Claro
Victor Queiroz Silva,FFE4E79,Toyota,Azul Claro
Giovanna Gomes Araujo,EAB6D65,Hyundai,Cinza
Erik Ferreira Dias,DBE9E28,VW,Prata
Miguel Santana Machado,FBF8D20,Honda,Preto
Larissa Braz Soares,BBE6B92,Fiat,Branco
Henrique Nascimento Melo,DCE6A89,Chevrolet,Preto
Beatriz Alves Araujo,CBC3E91,VW,Preto
Daniel de Oliveira Mendes,DDB0E40,VW,Cinza
Livia Franco Sanches,FFB8E92,Fiat,Preto
Eduardo de Medeiros da Costa,DAE6B44,Hyundai,Preto
João Gomes Araujo,BDD5E17,Hyundai,Preto
Felipe Martins Trindade,BBF4B48,VW,Prata
Victor da Silva Ribeiro,AAE5E31,Honda,Cinza
Erik Braz Dias,EAC2D31,VW,Cinza
André Franco Soares,ADA8C50,Toyota,Branco
Giovanna Gomes Domingues,AFD0D84,Honda,Azul Claro
Matheus Cruz Rodrigues,EAB5D86,VW,Cinza
Henrique Cruz Araujo,ECE6E46,Honda,Branco
Clara Mesquita Lopes,FAE5C97,Hyundai,Prata
Henrique Franco Barbosa,BAF7A97,Chevrolet,Vermelho
Larissa Fernandes Ribeiro,EAF6D59,VW,Preto
Mariana Matos Mendes,BCC4E88,VW,Vermelho
Yasmin Amorim Athayde,CAC2A87,Hyundai,Preto
Daniel Cristine Dias,CDA1E80,Toyota,Preto
Giovanna Alves Senzaki,BEE6A85,Chevrolet,Branco
Beatriz Paschoalino Amaral,DBE5E52,Fiat,Preto
Felipe Gomes Amaral,CFA6B39,Honda,Cinza
André Matos Mendes,CBA5A38,Toyota,Azul Claro
Matheus Mesquita Camargo,ECC0C68,Honda,Prata
Sofia Braz Soares,AAE0A45,Chevrolet,Prata
Victor de Oliveira Mendonça,CCD1D79,Fiat,Branco
Mariana Mesquita Pinto,CFE1A51,VW,Vermelho
Pedro Santana da Costa,CFD8A28,Toyota,Cinza
Beatriz Gomes dos Santos,CCB7E78,Fiat,Azul Claro
André Ferreira Castilho,AAB7B95,Toyota,Cinza
Yasmin Fernandes Melo,ECA7C24,Hyundai,Cinza
João da Silva Sanches,EFC8B36,Fiat,Cinza
Clara Alves Barbosa,CDC4A68,Hyundai,Branco
Erik de Almeida Campos,ABC3A33,Toyota,Branco
Giovanna Santana Soares,CCE4A47,VW,Preto
Eduardo Franco Soares,FAF6D88,Fiat,Azul Claro
Daniel Nascimento Campos,BBF6C28,VW,Prata
Victor Gomes Trindade,AAC6E50,Hyundai,Azul Claro
Vitória Ponciano Amaral,CBA6A15,Toyota,Preto
Vitória Gomes Amaral,ABC9D94,Chevrolet,Branco
Thiago Mesquita Mendes,DED0B82,Fiat,Prata
Matheus Gomes Pinto,ECB0A45,Honda,Cinza
André de Almeida Lopes,CDA2A38,Honda,Azul Claro
Vinícius Paschoalino Trindade,DEF8D35,Honda,Azul Claro
Victor Braz Domingues,BBA5D88,VW,Preto
Gabriel Alves Machado,ACD9D20,Chevrolet,Cinza
Daniel Amorim Castilho,BDC7D78,Toyota,Preto
Matheus Cruz Mengue,AFE9A86,Toyota,Vermelho
Gabriel Vieira Melo,CFF7D48,Honda,Cinza
Samuel Franco Mengue,BDC0A13,Chevrolet,Cinza
Daniel Ferreira Lima,EDB2E45,VW,Vermelho
Vitória Fernandes Rodrigues,ABC3C77,Toyota,Cinza
André Braz Castilho,ABD4C21,Hyundai,Cinza
Daniel Santana Lima,BEC6C36,Honda,Prata
Victor de Oliveira Dias,DFD9D92,Honda,Preto
Erik Ferreira Araujo,CAC6E10,Honda,Preto
Samuel de Oliveira Lima,CEE2E95,VW,Cinza
Vitória Ferreira Soares,FFE9D33,Hyundai,Vermelho
Maria Bellini dos Santos,ECB7A27,VW,Vermelho
Eduardo Braz Senzaki,ECE3D53,Fiat,Azul Claro
Sofia Amorim Senzaki,CAE0B79,Fiat,Cinza
Larissa Cruz Machado,FFA0A96,Chevrolet,Preto
Vitória Cruz Senzaki,ECE3D41,Chevrolet,Azul Claro
Erik Bellini Soares,EAA6B16,Hyundai,Cinza
Larissa Matos da Costa,DFE5E44,VW,Cinza
Thiago Santana Ribeiro,DFE1E74,Honda,Vermelho
Guilherme Matos Amaral,BFA6E52,Fiat,Branco
Beatriz Queiroz Pinto,DBB5A40,Toyota,Azul Claro
Guilherme Nascimento Barbosa,AFB1B48,Fiat,Cinza
Pedro Amorim Mendes,EFB8D24,Fiat,Cinza
Mariana Santana Machado,EDF5B29,Hyundai,Azul Claro
Thiago Martins Lopes,BDC9A10,Toyota,Prata
Maria Martins Pereira,BDB2D13,Chevrolet,Vermelho
Sofia de Almeida Mengue,FFC6E20,VW,Cinza
Rafael Gomes Araujo,BAF1E14,Hyundai,Preto
Vinícius Franco Trindade,DFA6B33,Toyota,Azul Claro
Gabriel de Oliveira Barbosa,AAE4C17,Fiat,Cinza
João Fernandes Ribeiro,ADF9E22,Toyota,Vermelho
Clara Alves Dias,BCF7B86,Fiat,Prata
Sofia de Medeiros Dias,ADF3D87,Chevrolet,Vermelho
Erik Franco Mendonça,BFE8B86,VW,Cinza
Maria da Silva Mendonça,DAF3D93,Honda,Cinza
Thiago Alves Machado,ABC6A59,VW,Branco
Erik Matos Mengue,BAF4A64,VW,Vermelho
Miguel Santana da Costa,DAB1E34,Chevrolet,Cinza
Daniel Alves Araujo,BBE8A56,Hyundai,Cinza
Giovanna da Silva Silva,CDE7B80,Hyundai,Branco
Clara de Oliveira Mendonça,ABF2B84,Toyota,Azul Claro
Larissa Paschoalino Trindade,CEE6E28,VW,Azul Claro
Rafael Queiroz Senzaki,BEC0B28,Toyota,Branco
Vinícius Franco Pinto,FFB5A63,VW,Branco
Rafael da Silva Ribeiro,EBF0C26,Fiat,Vermelho
Victor Ferreira Soares,AAD7C51,Hyundai,Cinza
Giovanna Nascimento Amancio,DEB4E88,Chevrolet,Vermelho
Beatriz Braz Amancio,ABB7A54,Honda,Vermelho
Giovanna Amorim Soares,DBF0E55,VW,Cinza
Larissa Martins Senzaki,AFF0E56,VW,Preto
Yasmin Queiroz Soares,FCB4D13,Honda,Prata
Larissa de Oliveira Camargo,ADB5D33,Toyota,Vermelho
Giovanna Gomes Dias,DCB2D24,VW,Cinza
Clara Bellini Pereira,BDF7D40,Hyundai,Vermelho
Daniel Braz Camargo,DAB0E44,VW,Prata
Samuel Cruz Mendonça,CEF7D56,Chevrolet,Prata
Erik Queiroz Mendes,EEB2D50,Toyota,Preto
Maria Cristine Senzaki,BCC5C44,Fiat,Cinza
André Ponciano da Costa,BEB2B20,Chevrolet,Azul Claro
Miguel Queiroz Senzaki,BBC2E95,Toyota,Preto
Eduardo Paschoalino Melo,FDB1A16,Hyundai,Azul Claro
Felipe Vieira Araujo,CDB3A80,Chevrolet,Prata
Yasmin Cristine Amancio,BAB9E48,Honda,Vermelho
Henrique da Silva Sanches,DAE2A49,Toyota,Cinza
Eduardo de Almeida Araujo,CBA0D65,Honda,Branco
Miguel Paschoalino Domingues,DFB1E89,VW,Branco
Daniel Martins Silva,CAB0B85,Toyota,Azul Claro
Eduardo Vieira Sanches,EFA8E98,Toyota,Azul Claro
Daniel Mesquita Amaral,ECA8A98,Chevrolet,Vermelho
Rafael Amorim Lima,DCC9B83,Chevrolet,Azul Claro
Matheus de Almeida Mendes,ECC8A32,VW,Cinza
Beatriz Braz Athayde,DDF9C86,Honda,Preto
Mariana Vieira dos Santos,BCF0B77,VW,Preto
André Fernandes Sanches,BDE4D87,Honda,Azul Claro
Sofia Bellini Campos,DEE1A81,VW,Prata
Beatriz Braz Mendes,ADF7B64,Fiat,Azul Claro
Eduardo Matos Mendes,EFE7D70,Hyundai,Vermelho
Matheus Braz Domingues,AAD0D79,Toyota,Prata
Vitória Bellini dos Santos,AFF2D26,Hyundai,Azul Claro
Rafael de Almeida Lima,CDF1D33,Hyundai,Azul Claro
Miguel Matos Pereira,EFF8D13,Chevrolet,Azul Claro
Vinícius de Medeiros da Costa,FEF0A32,Honda,Cinza
Vitória Santana dos Santos,ECC7D59,VW,Branco
Henrique Cruz Castilho,FCB4E34,Hyundai,Preto
Maria de Oliveira Amaral,ACE8A10,Chevrolet,Prata
Erik Franco Pinto,FAE4D29,Hyundai,Preto
Mariana Ponciano Machado,FBC1A24,Fiat,Preto
Thiago de Almeida Soares,BAE5C64,Fiat,Azul Claro
Sofia de Oliveira Camargo,ABC1E13,Honda,Branco
Maria Paschoalino Melo,EFA5C84,Toyota,Branco
Victor Franco Lima,EDE0C42,Hyundai,Azul Claro
Mariana de Oliveira Amaral,FEA6D51,Toyota,Cinza
Henrique Braz Campos,DED1D63,Chevrolet,Cinza
Erik Fernandes Pereira,CCA2B60,VW,Cinza
Larissa Bellini Pinto,CAC2D63,Honda,Preto
Gabriel Bellini dos Santos,CBA3A79,VW,Preto
Mariana Franco Mengue,AEF6D42,Honda,Vermelho
Daniel Fernandes Mendonça,ADE8B60,Chevrolet,Cinza
Victor Martins Lopes,BAD3E71,Chevrolet,Preto
Thiago Matos Amaral,DEF6B43,VW,Prata
João Braz Silva,CCE9A71,Honda,Branco
Eduardo da Silva Camargo,ADD4C86,VW,Azul Claro
Guilherme Vieira Barbosa,FDC4E32,Fiat,Preto
Thiago Cristine Silva,FFB7D94,Honda,Preto
Eduardo Matos Silva,ADC9E46,Toyota,Branco
João Braz Domingues,CBF9B73,Hyundai,Preto
Mariana Ferreira Senzaki,EAD0D87,VW,Prata
Larissa Bellini Athayde,CAE7B33,VW,Branco
Miguel de Medeiros Mendes,ABB3D35,Honda,Prata
João Santana Castilho,EFE2B72,Toyota,Cinza
Clara Santana Amaral,FDE8C21,Chevrolet,Azul Claro
Miguel Matos Dias,AFA2D16,Hyundai,Prata
Pedro Cruz Lopes,FAE8D29,Hyundai,Vermelho
Guilherme Braz Camargo,FBC8C28,Toyota,Vermelho
Rafael de Medeiros Domingues,EAB0D35,VW,Prata
Erik Braz Campos,FEB2A31,Hyundai,Prata
Eduardo Nascimento Mendes,CDC5D63,Honda,Vermelho
Samuel Amorim Lopes,FFA2B91,Honda,Preto
Erik Gomes Castilho,FEE0E65,VW,Preto
Yasmin Gomes Melo,CCD1C25,Chevrolet,Preto
Matheus Santana Ribeiro,AEE9D93,Chevrolet,Vermelho
Victor Nascimento Mendes,FCC4E62,Toyota,Vermelho
Livia Martins Domingues,DAF0B44,Honda,Preto
Samuel Bellini Sanches,FAB9A61,Hyundai,Cinza
Felipe de Oliveira Araujo,FCE3D89,Toyota,Cinza
Maria de Medeiros dos Santos,BAD1B93,Toyota,Azul Claro
Matheus da Silva Silva,AFC8A42,Hyundai,Vermelho
Vinícius de Medeiros Dias,FDE2D45,Hyundai,Preto
Larissa Fernandes Camargo,CAE4D19,Hyundai,Azul Claro
Felipe Queiroz da Costa,DBE0B52,Honda,Vermelho
Guilherme Santana Amaral,DCA2B26,Chevrolet,Cinza
Giovanna de Medeiros Rodrigues,DDC3C26,Hyundai,Branco
Matheus Vieira Melo,EFC4D32,Chevrolet,Vermelho
Maria Cristine Trindade,DEB7E76,Fiat,Branco
Samuel Braz Rodrigues,AAF5A52,Chevrolet,Preto
Matheus da Silva Mengue,EDE3E10,Toyota,Vermelho
Miguel Franco Athayde,ABB5E48,Hyundai,Azul Claro
Daniel Braz Athayde,BCB8D22,Fiat,Cinza
Rafael Franco Dias,AEF3D97,Hyundai,Azul Claro
Thiago Alves Rodrigues,CFF9C89,Hyundai,Branco
Maria Amorim Dias,CDC3E99,Hyundai,Branco
Henrique Matos Pereira,ACC9E82,Honda,Branco
Giovanna Mesquita Melo,DBE2D58,Fiat,Cinza
Samuel Matos Trindade,CEB7D73,Fiat,Branco
Vinícius Vieira Trindade,CCF8D26,Toyota,Vermelho
Sofia Alves Lopes,CED6D46,VW,Cinza
Vitória de Oliveira Athayde,AFA9B83,Chevrolet,Vermelho
Daniel de Almeida Sanches,DBC8E27,Honda,Azul Claro
Gabriel de Medeiros Senzaki,ABA3A52,Toyota,Branco
Rafael Mesquita Mengue,BFB7A11,Fiat,Azul Claro
João Braz Araujo,EBD4B17,Hyundai,Branco
Gabriel Franco Trindade,BBF0E19,Toyota,Vermelho
Sofia Santana Camargo,BBC5A38,VW,Azul Claro
Daniel Mesquita Ribeiro,DFF1E97,Toyota,Vermelho
Yasmin Ferreira Ribeiro,EDD6E16,Fiat,Branco
Maria Santana Amaral,FAF8E65,Fiat,Cinza
André de Medeiros Trindade,BAA4E48,Toyota,Branco
Beatriz Queiroz dos Santos,DAE1C46,Fiat,Preto
Vinícius Amorim Mendonça,CBA7C11,Hyundai,Prata
Thiago Bellini Dias,FAC4E43,Toyota,Vermelho
Matheus Amorim Castilho,CAF1A44,VW,Vermelho
Pedro Cruz Araujo,ADA2B41,Fiat,Vermelho
Erik Ponciano Araujo,ECB1E78,VW,Branco
André de Almeida Ribeiro,FBC3C71,Hyundai,Cinza
Erik Santana Machado,FCA5C29,Fiat,Branco
Henrique Fernandes Ribeiro,EDA3B42,Hyundai,Branco
Miguel Nascimento Mengue,ADD6B61,VW,Prata
Matheus de Oliveira Melo,AEE7D32,Fiat,Cinza
Vitória de Oliveira Sanches,CFD5A30,Chevrolet,Cinza
Erik Matos Melo,CAF9E70,Hyundai,Cinza
Pedro Martins Camargo,AFF6C81,Toyota,Cinza
André Paschoalino da Costa,BCB1E97,Chevrolet,Cinza
Samuel Vieira Trindade,FFF2A38,Hyundai,Cinza
Matheus Mesquita Domingues,EEF6D14,Hyundai,Vermelho
Gabriel Paschoalino Senzaki,DFD8E24,VW,Cinza
Felipe Mesquita dos Santos,EEF3E46,Fiat,Prata
Erik Ferreira Silva,BCB8C90,Hyundai,Branco
Miguel Amorim Mendonça,DFA2B69,VW,Preto
Larissa Paschoalino Rodrigues,DBE0C53,Honda,Cinza
Eduardo Cristine Dias,FEF0C11,Toyota,Preto
Henrique Cristine Sanches,FFE6D15,Chevrolet,Cinza
Guilherme Vieira dos Santos,EBC9B14,Fiat,Vermelho
Larissa Gomes Barbosa,FEB5B56,Toyota,Vermelho
Mariana Franco Mengue,EAD9D25,Fiat,Vermelho
Giovanna Fernandes Trindade,EFD6A66,Honda,Branco
Samuel Mesquita Campos,CAC5B56,Toyota,Azul Claro
Pedro Fernandes Pinto,BBF0D11,Chevrolet,Cinza
Miguel Alves Barbosa,DDA0A22,Fiat,Branco
Giovanna Franco Soares,EDB7D82,Chevrolet,Prata
Miguel Ferreira Senzaki,BAA0C68,Honda,Azul Claro
Felipe Braz Amaral,FDF8A52,Honda,Preto
Pedro Martins Pinto,BCA7D14,Chevrolet,Prata
Henrique Queiroz Senzaki,ECD5E78,Honda,Cinza
Eduardo Martins Barbosa,DEC7C26,Hyundai,Vermelho
Vinícius Franco Lopes,EBB0E32,VW,Preto
Giovanna Alves Rodrigues,DDC8A45,Fiat,Prata
Daniel Matos Athayde,FDD0C11,VW,Azul Claro
Clara Bellini Campos,EBC6C67,Toyota,Azul Claro
Pedro Santana Amancio,AEE6B22,Hyundai,Cinza
Beatriz Nascimento Lopes,ACE9C65,Chevrolet,Preto
Maria Santana Araujo,ECD2D58,Chevrolet,Preto
Maria Cristine Domingues,FFE6D26,Toyota,Cinza
Giovanna da Silva Trindade,AFE1C43,Toyota,Azul Claro
Rafael Alves Silva,ECA3D74,Fiat,Cinza
Miguel de Almeida Mendonça,AFC7D58,VW,Cinza
Eduardo de Medeiros Trindade,FAB9B22,Fiat,Cinza
Victor Martins Pinto,DCC3D63,Toyota,Branco
Maria Matos Lima,EBE3A90,Fiat,Branco
Thiago Queiroz Senzaki,CAE9E31,Fiat,Vermelho
Felipe Braz dos Santos,AFB2B25,Chevrolet,Vermelho
Larissa Ponciano Amaral,AFC2A51,Fiat,Prata
Larissa Nascimento Barbosa,ADF5D77,Toyota,Vermelho
Giovanna Queiroz Mendes,AEF8E30,Toyota,Prata
Giovanna Matos Lopes,AFF4A75,Chevrolet,Prata
Eduardo Fernandes Athayde,CEB7D72,Hyundai,Vermelho
Matheus de Oliveira Castilho,AAA1C73,VW,Branco
Sofia Fernandes Trindade,EBC6B56,Chevrolet,Branco
Felipe Ponciano Machado,EBD6A60,Hyundai,Prata
Clara Cruz Mengue,BDA8B75,Chevrolet,Preto
João Cristine Mendonça,ADB8C24,Toyota,Cinza
Miguel Fernandes Domingues,CAD8D95,Honda,Vermelho
Clara Alves Mendes,EEC0C51,VW,Cinza
Giovanna Martins dos Santos,DDC6A47,Toyota,Prata
Pedro Santana Castilho,ABF5A82,Honda,Prata
Rafael Alves Castilho,CAB5E73,Fiat,Cinza
Rafael Ferreira Sanches,CCF8A58,VW,Prata
Giovanna de Almeida Trindade,AFC3D78,Honda,Preto
Guilherme Ponciano Athayde,EFF6E12,Toyota,Cinza
Maria Fernandes Mendes,EAA8B60,Chevrolet,Azul Claro
Beatriz Paschoalino Castilho,CFE4C73,Fiat,Prata
Gabriel Gomes Melo,DEC8D32,VW,Preto
Henrique da Silva Silva,CFD0E45,Hyundai,Prata
Vitória Matos Araujo,AAD6D12,Hyundai,Vermelho
Vitória da Silva Machado,CAB9E96,Chevrolet,Vermelho
Gabriel Bellini Mendes,CFA8B37,Fiat,Preto
Mariana Matos Mengue,ACA0C62,Chevrolet,Vermelho
Beatriz Cruz Pinto,ADD5C26,VW,Cinza
Maria Gomes Pinto,CCC7E98,Honda,Branco
Samuel Amorim Senzaki,CFB1A76,Fiat,Branco
Guilherme Fernandes Soares,CBC5C67,Hyundai,Branco
Eduardo Gomes Barbosa,BDD2D46,Hyundai,Vermelho
Vitória Alves Araujo,DCA6D31,Chevrolet,Cinza
João Ponciano Pinto,DCA6D84,Toyota,Preto
Gabriel Santana Silva,CED7B74,Honda,Cinza
Larissa Martins Melo,DEE2B36,Chevrolet,Azul Claro
Mariana Franco Lopes,EDC2D42,Chevrolet,Preto
Pedro de Oliveira Araujo,CBD5A13,Toyota,Cinza
Guilherme Alves Mengue,CAA5D40,Fiat,Preto
Thiago Queiroz Pereira,FED5D75,Fiat,Branco
Samuel Cruz Campos,DEA6E18,Honda,Preto
Livia Alves Pereira,FEE5B39,Honda,Preto
Sofia Amorim Mengue,DBD2D47,Honda,Branco
Matheus Paschoalino Rodrigues,BFA9A97,VW,Branco
Daniel Fernandes Senzaki,CCD1D95,Chevrolet,Vermelho
Sofia Vieira Melo,ADD2B31,Honda,Azul Claro
Rafael Santana Domingues,ABE4E85,Fiat,Cinza
Eduardo Cristine Barbosa,EEF0C38,Hyundai,Cinza
Vinícius Vieira Machado,CEA9B92,Toyota,Preto
Eduardo Mesquita Rodrigues,DFD7E50,Hyundai,Vermelho
Matheus Braz Machado,DBB6C30,Chevrolet,Prata
Gabriel Mesquita Barbosa,CCA6E72,Hyundai,Azul Claro
Clara Ferreira Dias,ACD0A55,Toyota,Vermelho
Sofia Nascimento Camargo,FBD5B72,Toyota,Prata
Samuel de Medeiros Athayde,DAD6E50,VW,Branco
Samuel Ponciano Mendes,FAA1E95,VW,Preto
Beatriz Bellini Trindade,CAD5B48,Honda,Azul Claro
Victor Ferreira Lima,FFF3D56,Fiat,Cinza
Matheus Braz Soares,CFB6B59,Hyundai,Branco
Pedro Vieira Mengue,EAC3E32,Chevrolet,Branco
João de Oliveira Lopes,ECA0B35,Fiat,Azul Claro
Matheus da Silva Mendes,CEA8E76,Chevrolet,Prata
Vitória Alves Silva,CDE4A15,Toyota,Branco
Maria Vieira Domingues,EAE0B81,Fiat,Azul Claro
Vitória Paschoalino Camargo,AEA0D98,Chevrolet,Cinza
Mariana Bellini Lima,DEC4C31,Fiat,Preto
Beatriz Mesquita Ribeiro,AAE1E70,Toyota,Preto
Beatriz Martins Silva,ACF7C21,Chevrolet,Preto
Mariana Alves Lopes,AEA2D76,Honda,Branco
