id,nome,altura,endereco
4363,Victor Nascimento Amaral,164,"Avenida Francisco Glicério, 1011 - Centro"
4364,Matheus da Silva Lima,155,"Avenida Andrade Neves, 1377 - Castelo"
4365,Guilherme Braz Athayde,196,"Avenida Albino José Barbosa de Oliveira, 1090 - Barão Geraldo"
4366,André Ferreira Athayde,163,"Avenida Andrade Neves, 2451 - Castelo"
4367,Eduardo da Silva Campos,160,"Rua Sampaio Ferraz, 435 - Cambuí"
4368,Thiago Ferreira Mengue,188,"Rua Sampaio Ferraz, 228 - Cambuí"
4369,Larissa Amorim Pinto,158,"Avenida Albino José Barbosa de Oliveira, 2507 - Barão Geraldo"
4370,Livia Cristine Domingues,175,"Rua Doutor Delfino Cintra, 147 - Vila Itapura"
4371,João da Silva Domingues,165,"Rua Maria Monteiro, 647 - Cambuí"
4372,João de Medeiros Soares,154,"Avenida Brasil, 514 - Guanabara"
4373,Gabriel Santana Trindade,201,"Rua Doutor Delfino Cintra, 121 - Vila Itapura"
4374,Mariana Mesquita Dias,159,"Rua Barão de Itapura, 1025 - Guanabara"
4375,Clara Matos Amancio,199,"Avenida Anchieta, 552 - Centro"
4376,Guilherme Cristine Pinto,152,"Avenida Albino José Barbosa de Oliveira, 3442 - Barão Geraldo"
4377,Erik Paschoalino Mendes,162,"Rua Sampaio Ferraz, 152 - Cambuí"
4378,Henrique de Medeiros Lopes,192,"Rua Doutor Delfino Cintra, 209 - Vila Itapura"
4379,Matheus Ponciano Dias,198,"Avenida Francisco Glicério, 893 - Centro"
4380,Samuel Ponciano Melo,179,"Avenida Brasil, 311 - Guanabara"
4381,André Matos Ribeiro,203,"Avenida Anchieta, 291 - Centro"
4382,Victor Paschoalino Pinto,194,"Rua Paula Bueno, 956 - Taquaral"
4383,Livia Ferreira Pereira,155,"Rua Maria Monteiro, 532 - Cambuí"
4384,Henrique Ferreira Senzaki,166,"Rua Sampaio Ferraz, 311 - Cambuí"
4385,Thiago Alves Senzaki,194,"Avenida Anchieta, 973 - Centro"
4386,Rafael Queiroz dos Santos,200,"Avenida Alberto Sarmento, 761 - Castelo"
4387,Henrique Alves Machado,202,"Avenida Alberto Sarmento, 701 - Castelo"
4388,Thiago Queiroz Pinto,168,"Avenida Anchieta, 968 - Centro"
4389,Erik Franco Camargo,191,"Avenida Albino José Barbosa de Oliveira, 1793 - Barão Geraldo"
4390,João Ponciano dos Santos,184,"Rua Marechal Deodoro, 1163 - Vila Itapura"
4391,Pedro Amorim Barbosa,195,"Avenida Alberto Sarmento, 248 - Castelo"
4392,Thiago Vieira Sanches,175,"Avenida Alberto Sarmento, 883 - Castelo"
4393,Sofia de Oliveira Camargo,200,"Rua Marechal Deodoro, 186 - Vila Itapura"
4394,Giovanna de Medeiros Camargo,154,"Avenida Francisco Glicério, 2140 - Centro"
4395,Victor Nascimento da Costa,178,"Avenida Anchieta, 409 - Centro"
4396,Gabriel Franco Araujo,186,"Avenida Albino José Barbosa de Oliveira, 3361 - Barão Geraldo"
4397,Clara Matos Barbosa,169,"Rua Marechal Deodoro, 891 - Vila Itapura"
4398,Victor Cristine Dias,198,"Avenida Anchieta, 84 - Centro"
4399,Henrique Bellini Amancio,170,"Avenida Heitor Penteado, 419 - Taquaral"
4400,Victor Martins Ribeiro,159,"Avenida Francisco Glicério, 1050 - Centro"
4401,Maria de Oliveira Campos,154,"Rua Paula Bueno, 206 - Taquaral"
4402,Thiago Vieira Castilho,185,"Rua Doutor Delfino Cintra, 531 - Vila Itapura"
4403,Vitória Mesquita Machado,155,"Avenida Brasil, 1796 - Guanabara"
4404,Thiago Mesquita Domingues,175,"Avenida Brasil, 1998 - Guanabara"
4405,Matheus Gomes Pinto,153,"Avenida Andrade Neves, 1748 - Castelo"
4406,Felipe Ponciano Pereira,188,"Rua Marechal Deodoro, 1372 - Vila Itapura"
4407,Giovanna Franco Machado,188,"Avenida Anchieta, 307 - Centro"
4408,Miguel Queiroz Lima,199,"Avenida Alberto Sarmento, 247 - Castelo"
4409,Sofia de Almeida Mengue,184,"Avenida Anchieta, 927 - Centro"
4410,Mariana Matos Machado,150,"Avenida Brasil, 2171 - Guanabara"
4411,Erik Ferreira Ribeiro,173,"Avenida Albino José Barbosa de Oliveira, 1413 - Barão Geraldo"
4412,Felipe Queiroz Sanches,185,"Avenida Heitor Penteado, 1963 - Taquaral"
4413,Yasmin Fernandes Melo,155,"Rua Marechal Deodoro, 934 - Vila Itapura"
4414,Mariana Gomes da Costa,190,"Rua Maria Monteiro, 488 - Cambuí"
4415,Vinícius Ponciano Dias,203,"Avenida Andrade Neves, 2527 - Castelo"
4416,Yasmin Amorim Athayde,195,"Avenida Alberto Sarmento, 119 - Castelo"
4417,Samuel de Oliveira Campos,193,"Rua Sampaio Ferraz, 389 - Cambuí"
4418,Miguel Cruz Trindade,180,"Avenida Albino José Barbosa de Oliveira, 2490 - Barão Geraldo"
4419,Eduardo Queiroz Lima,169,"Rua Marechal Deodoro, 1139 - Vila Itapura"
4420,Guilherme Ponciano Domingues,173,"Avenida Heitor Penteado, 1195 - Taquaral"
4421,Henrique Vieira Castilho,174,"Avenida Heitor Penteado, 74 - Taquaral"
4422,Felipe Ponciano Melo,185,"Avenida Andrade Neves, 1055 - Castelo"
4423,Vitória Mesquita Castilho,170,"Avenida Brasil, 1660 - Guanabara"
4424,Erik Bellini Soares,179,"Rua Doutor Delfino Cintra, 795 - Vila Itapura"
4425,Vinícius Santana Pereira,173,"Rua Barão de Itapura, 2790 - Guanabara"
4426,Gabriel Cristine Silva,193,"Rua Paula Bueno, 283 - Taquaral"
4427,Felipe Paschoalino Trindade,191,"Rua Barão de Itapura, 694 - Guanabara"
4428,Thiago Mesquita Lopes,179,"Rua Barão de Itapura, 2472 - Guanabara"
4429,Pedro Gomes Domingues,171,"Avenida Albino José Barbosa de Oliveira, 611 - Barão Geraldo"
4430,Maria Amorim Athayde,177,"Avenida Heitor Penteado, 1215 - Taquaral"
4431,Felipe de Almeida Melo,156,"Rua Sampaio Ferraz, 327 - Cambuí"
4432,Eduardo Paschoalino Melo,184,"Avenida Brasil, 727 - Guanabara"
4433,Thiago Bellini Soares,204,"Avenida Francisco Glicério, 767 - Centro"
4434,Sofia de Almeida Castilho,177,"Rua Marechal Deodoro, 702 - Vila Itapura"
4435,Beatriz Alves da Costa,163,"Rua Marechal Deodoro, 1689 - Vila Itapura"
4436,André de Medeiros Barbosa,159,"Avenida Albino José Barbosa de Oliveira, 2319 - Barão Geraldo"
4437,Clara Braz Amaral,165,"Avenida Brasil, 1680 - Guanabara"
4438,Guilherme Vieira Domingues,165,"Avenida Brasil, 1947 - Guanabara"
4439,João Queiroz Soares,203,"Avenida Anchieta, 665 - Centro"
4440,Clara Nascimento Sanches,180,"Rua Coronel Quirino, 1664 - Cambuí"
4441,Yasmin Cruz Trindade,191,"Avenida Albino José Barbosa de Oliveira, 2639 - Barão Geraldo"
4442,Daniel Ferreira Araujo,174,"Avenida Albino José Barbosa de Oliveira, 3079 - Barão Geraldo"
4443,Samuel Cristine Machado,162,"Avenida Anchieta, 585 - Centro"
4444,Matheus Ferreira Lima,155,"Avenida Alberto Sarmento, 1074 - Castelo"
4445,Samuel Bellini Ribeiro,193,"Avenida Brasil, 1344 - Guanabara"
4446,Clara Santana Amaral,158,"Avenida Andrade Neves, 2673 - Castelo"
4447,Daniel Braz Pinto,194,"Avenida Francisco Glicério, 2308 - Centro"
4448,Vitória Ferreira Araujo,185,"Rua Marechal Deodoro, 1776 - Vila Itapura"
4449,Livia Santana Domingues,192,"Avenida Heitor Penteado, 1421 - Taquaral"
4450,Felipe Cruz Senzaki,169,"Avenida Albino José Barbosa de Oliveira, 593 - Barão Geraldo"
4451,Erik de Oliveira Melo,167,"Avenida Andrade Neves, 1408 - Castelo"
4452,Miguel Ponciano Melo,192,"Rua Sampaio Ferraz, 160 - Cambuí"
4453,Victor de Medeiros Ribeiro,170,"Avenida Albino José Barbosa de Oliveira, 2240 - Barão Geraldo"
4454,Sofia da Silva Rodrigues,153,"Avenida Alberto Sarmento, 899 - Castelo"
4455,Daniel Braz Mendes,199,"Avenida Andrade Neves, 392 - Castelo"
4456,Maria Alves Soares,182,"Rua Doutor Delfino Cintra, 596 - Vila Itapura"
4457,Gabriel Bellini da Costa,176,"Avenida Albino José Barbosa de Oliveira, 1676 - Barão Geraldo"
4458,Eduardo da Silva Ribeiro,156,"Avenida Alberto Sarmento, 453 - Castelo"
4459,Rafael da Silva Sanches,155,"Rua Sampaio Ferraz, 503 - Cambuí"
4460,Guilherme Paschoalino Castilho,164,"Rua Doutor Delfino Cintra, 110 - Vila Itapura"
4461,Vinícius de Medeiros Sanches,167,"Avenida Alberto Sarmento, 399 - Castelo"
4462,Yasmin Queiroz da Costa,181,"Rua Doutor Delfino Cintra, 595 - Vila Itapura"
4463,Beatriz Matos da Costa,160,"Avenida Heitor Penteado, 1041 - Taquaral"
4464,Matheus Santana Melo,169,"Rua Marechal Deodoro, 1691 - Vila Itapura"
4465,Sofia Nascimento Camargo,173,"Rua Paula Bueno, 405 - Taquaral"
4466,Mariana Matos Campos,164,"Avenida Anchieta, 880 - Centro"
4467,Thiago Queiroz Senzaki,197,"Rua Barão de Itapura, 2664 - Guanabara"
4468,Sofia Santana Barbosa,156,"Rua Maria Monteiro, 346 - Cambuí"
4469,Miguel Nascimento Mengue,170,"Avenida Albino José Barbosa de Oliveira, 14 - Barão Geraldo"
4470,Livia Bellini Camargo,191,"Rua Sampaio Ferraz, 536 - Cambuí"
4471,Clara Santana Camargo,175,"Avenida Albino José Barbosa de Oliveira, 1604 - Barão Geraldo"
4472,Felipe de Almeida Lopes,193,"Rua Maria Monteiro, 249 - Cambuí"
4473,Mariana Braz da Costa,163,"Rua Doutor Delfino Cintra, 525 - Vila Itapura"
4474,Larissa Amorim Domingues,186,"Avenida Francisco Glicério, 342 - Centro"
4475,Thiago de Medeiros Melo,170,"Avenida Alberto Sarmento, 695 - Castelo"
4476,Clara Alves Ribeiro,167,"Rua Marechal Deodoro, 198 - Vila Itapura"
4477,Yasmin Ponciano Sanches,154,"Rua Coronel Quirino, 1180 - Cambuí"
4478,Henrique Matos Domingues,152,"Rua Sampaio Ferraz, 673 - Cambuí"
4479,Vitória Cristine Sanches,172,"Avenida Heitor Penteado, 1210 - Taquaral"
4480,Erik Matos Melo,175,"Avenida Alberto Sarmento, 668 - Castelo"
4481,Samuel Vieira Campos,186,"Rua Coronel Quirino, 935 - Cambuí"
4482,Maria Franco Araujo,173,"Rua Marechal Deodoro, 1389 - Vila Itapura"
4483,Vitória Gomes Araujo,198,"Avenida Brasil, 1825 - Guanabara"
4484,Henrique Fernandes Rodrigues,168,"Avenida Andrade Neves, 2578 - Castelo"
4485,André de Medeiros Castilho,200,"Avenida Francisco Glicério, 1518 - Centro"
4486,Mariana de Almeida Castilho,174,"Avenida Anchieta, 286 - Centro"
4487,Miguel Amorim Silva,170,"Rua Coronel Quirino, 1002 - Cambuí"
4488,André Nascimento dos Santos,161,"Avenida Albino José Barbosa de Oliveira, 1610 - Barão Geraldo"
4489,Mariana Mesquita Pinto,190,"Avenida Francisco Glicério, 1849 - Centro"
4490,Victor Vieira Senzaki,182,"Avenida Anchieta, 791 - Centro"
4491,Erik Santana Machado,199,"Rua Doutor Delfino Cintra, 697 - Vila Itapura"
4492,Rafael Amorim Lima,202,"Avenida Francisco Glicério, 1421 - Centro"
4493,Eduardo Franco Soares,153,"Rua Sampaio Ferraz, 104 - Cambuí"
4494,Maria Braz Lopes,191,"Avenida Andrade Neves, 2571 - Castelo"
4495,Pedro Cruz Melo,156,"Rua Doutor Delfino Cintra, 403 - Vila Itapura"
4496,Erik Queiroz Dias,171,"Rua Maria Monteiro, 1167 - Cambuí"
4497,Vitória Braz da Costa,204,"Avenida Alberto Sarmento, 549 - Castelo"
4498,Guilherme de Oliveira Amancio,182,"Rua Coronel Quirino, 1173 - Cambuí"
4499,Maria da Silva Mendonça,166,"Avenida Andrade Neves, 285 - Castelo"
4500,Livia Nascimento Sanches,173,"Avenida Francisco Glicério, 840 - Centro"
4501,Victor Santana Mengue,183,"Avenida Albino José Barbosa de Oliveira, 375 - Barão Geraldo"
4502,André Gomes Castilho,177,"Avenida Anchieta, 376 - Centro"
4503,Vinícius Amorim Trindade,192,"Avenida Alberto Sarmento, 424 - Castelo"
4504,Clara Fernandes dos Santos,190,"Rua Paula Bueno, 322 - Taquaral"
4505,Giovanna Matos Barbosa,188,"Avenida Albino José Barbosa de Oliveira, 1911 - Barão Geraldo"
4506,Erik de Medeiros Pereira,171,"Rua Maria Monteiro, 346 - Cambuí"
4507,Vinícius Ponciano Amaral,198,"Avenida Alberto Sarmento, 170 - Castelo"
4508,Giovanna Cruz Amancio,166,"Avenida Brasil, 11 - Guanabara"
4509,João de Almeida Dias,183,"Avenida Albino José Barbosa de Oliveira, 906 - Barão Geraldo"
4510,Daniel Paschoalino Rodrigues,155,"Rua Doutor Delfino Cintra, 253 - Vila Itapura"
4511,Samuel Ponciano Lima,195,"Rua Doutor Delfino Cintra, 145 - Vila Itapura"
4512,Miguel Queiroz Ribeiro,155,"Avenida Albino José Barbosa de Oliveira, 2246 - Barão Geraldo"
4513,Daniel Santana Rodrigues,183,"Rua Barão de Itapura, 1640 - Guanabara"
4514,Felipe de Oliveira Barbosa,150,"Rua Maria Monteiro, 456 - Cambuí"
4515,Vitória Bellini Camargo,159,"Avenida Albino José Barbosa de Oliveira, 2745 - Barão Geraldo"
4516,Yasmin Alves Pereira,170,"Rua Barão de Itapura, 1357 - Guanabara"
4517,Eduardo Ponciano Barbosa,154,"Avenida Heitor Penteado, 2983 - Taquaral"
4518,Felipe Franco dos Santos,151,"Avenida Anchieta, 58 - Centro"
4519,Vitória Mesquita Araujo,171,"Avenida Anchieta, 311 - Centro"
4520,Matheus de Oliveira Domingues,197,"Avenida Brasil, 397 - Guanabara"
4521,Erik Ponciano da Costa,151,"Avenida Albino José Barbosa de Oliveira, 1176 - Barão Geraldo"
4522,Eduardo Paschoalino Camargo,159,"Rua Maria Monteiro, 935 - Cambuí"
4523,Giovanna Santana Amaral,183,"Avenida Anchieta, 861 - Centro"
4524,Miguel Santana Campos,165,"Rua Coronel Quirino, 1063 - Cambuí"
4525,Victor Queiroz Castilho,197,"Avenida Brasil, 590 - Guanabara"
4526,Miguel Vieira Mengue,200,"Avenida Albino José Barbosa de Oliveira, 2743 - Barão Geraldo"
4527,Pedro Cruz Barbosa,188,"Avenida Brasil, 774 - Guanabara"
4528,Henrique Matos Pereira,171,"Rua Maria Monteiro, 340 - Cambuí"
4529,Matheus de Oliveira Rodrigues,161,"Avenida Alberto Sarmento, 1016 - Castelo"
4530,Livia Matos Domingues,173,"Rua Marechal Deodoro, 309 - Vila Itapura"
4531,Yasmin Franco Melo,196,"Avenida Alberto Sarmento, 544 - Castelo"
4532,Clara Cristine Mendes,189,"Rua Barão de Itapura, 802 - Guanabara"
4533,Beatriz de Medeiros Pinto,187,"Rua Barão de Itapura, 3108 - Guanabara"
4534,Gabriel Alves Campos,159,"Rua Doutor Delfino Cintra, 813 - Vila Itapura"
4535,Vinícius Queiroz da Costa,184,"Avenida Andrade Neves, 967 - Castelo"
4536,Vinícius Matos Araujo,200,"Rua Doutor Delfino Cintra, 897 - Vila Itapura"
4537,Thiago de Medeiros Mengue,198,"Rua Marechal Deodoro, 1784 - Vila Itapura"
4538,Giovanna Martins Amaral,181,"Avenida Brasil, 480 - Guanabara"
4539,Livia Mesquita Pereira,156,"Rua Marechal Deodoro, 1213 - Vila Itapura"
4540,Matheus da Silva Silva,170,"Avenida Andrade Neves, 1682 - Castelo"
4541,Sofia de Medeiros Dias,169,"Rua Coronel Quirino, 568 - Cambuí"
4542,Erik Bellini Mendonça,175,"Rua Barão de Itapura, 3126 - Guanabara"
4543,Samuel Alves Pinto,153,"Rua Coronel Quirino, 1708 - Cambuí"
4544,Miguel Cruz Amancio,195,"Avenida Andrade Neves, 1659 - Castelo"
4545,Henrique Matos Machado,201,"Avenida Alberto Sarmento, 938 - Castelo"
4546,Maria Cruz Melo,171,"Avenida Albino José Barbosa de Oliveira, 1659 - Barão Geraldo"
4547,Daniel Braz Athayde,164,"Rua Doutor Delfino Cintra, 251 - Vila Itapura"
4548,Eduardo Alves Barbosa,189,"Avenida Albino José Barbosa de Oliveira, 3255 - Barão Geraldo"
4549,Vitória Bellini Araujo,170,"Rua Coronel Quirino, 1665 - Cambuí"
4550,João Ponciano Camargo,164,"Rua Coronel Quirino, 1207 - Cambuí"
4551,Giovanna Franco Sanches,171,"Avenida Francisco Glicério, 710 - Centro"
4552,Larissa Bellini Machado,201,"Avenida Francisco Glicério, 1440 - Centro"
4553,Henrique Ponciano Mendonça,177,"Avenida Heitor Penteado, 363 - Taquaral"
4554,Henrique Alves Lima,163,"Avenida Albino José Barbosa de Oliveira, 70 - Barão Geraldo"
4555,Eduardo Gomes Barbosa,176,"Rua Doutor Delfino Cintra, 562 - Vila Itapura"
4556,Matheus Amorim da Costa,190,"Avenida Albino José Barbosa de Oliveira, 2822 - Barão Geraldo"
4557,Miguel de Medeiros dos Santos,189,"Rua Paula Bueno, 407 - Taquaral"
4558,Eduardo de Medeiros Trindade,177,"Avenida Alberto Sarmento, 1080 - Castelo"
4559,Erik de Medeiros Ribeiro,175,"Avenida Alberto Sarmento, 158 - Castelo"
4560,Giovanna de Almeida Rodrigues,198,"Avenida Brasil, 1350 - Guanabara"
4561,Miguel Ponciano Senzaki,151,"Rua Barão de Itapura, 1970 - Guanabara"
4562,Pedro de Medeiros Lopes,174,"Rua Marechal Deodoro, 1241 - Vila Itapura"
4563,João Matos Mendes,152,"Rua Barão de Itapura, 1063 - Guanabara"
4564,Pedro Fernandes Ribeiro,157,"Avenida Albino José Barbosa de Oliveira, 3218 - Barão Geraldo"
4565,Daniel Cruz Senzaki,193,"Avenida Brasil, 658 - Guanabara"
4566,João Vieira dos Santos,182,"Avenida Francisco Glicério, 1365 - Centro"
4567,Guilherme de Almeida Sanches,191,"Rua Marechal Deodoro, 1339 - Vila Itapura"
4568,Erik Martins Sanches,201,"Avenida Alberto Sarmento, 1120 - Castelo"
4569,Giovanna Ferreira Soares,184,"Avenida Albino José Barbosa de Oliveira, 2088 - Barão Geraldo"
4570,Victor de Oliveira Dias,155,"Avenida Heitor Penteado, 1231 - Taquaral"
4571,André Martins Lima,188,"Rua Barão de Itapura, 3112 - Guanabara"
4572,Victor de Almeida Domingues,201,"Avenida Brasil, 354 - Guanabara"
4573,Clara Santana Lima,172,"Rua Paula Bueno, 1025 - Taquaral"
4574,Pedro Queiroz Senzaki,174,"Avenida Andrade Neves, 156 - Castelo"
4575,Henrique Paschoalino Camargo,199,"Avenida Andrade Neves, 385 - Castelo"
4576,Matheus Queiroz Senzaki,192,"Avenida Heitor Penteado, 973 - Taquaral"
4577,Livia da Silva Dias,168,"Rua Barão de Itapura, 1933 - Guanabara"
4578,Daniel Braz Silva,154,"Avenida Albino José Barbosa de Oliveira, 812 - Barão Geraldo"
4579,André Vieira Lopes,200,"Avenida Brasil, 117 - Guanabara"
4580,Vitória Matos Soares,160,"Rua Barão de Itapura, 1225 - Guanabara"
4581,Pedro Fernandes Castilho,161,"Avenida Albino José Barbosa de Oliveira, 2525 - Barão Geraldo"
4582,Giovanna Franco Soares,159,"Rua Sampaio Ferraz, 652 - Cambuí"
4583,André Braz Athayde,157,"Avenida Andrade Neves, 2037 - Castelo"
4584,Mariana Franco Lopes,173,"Rua Barão de Itapura, 1674 - Guanabara"
4585,Henrique Ferreira Silva,177,"Avenida Brasil, 1797 - Guanabara"
4586,Felipe de Medeiros da Costa,190,"Rua Barão de Itapura, 3043 - Guanabara"
4587,Mariana Mesquita Pinto,185,"Rua Marechal Deodoro, 365 - Vila Itapura"
4588,Thiago de Medeiros Araujo,186,"Avenida Heitor Penteado, 2033 - Taquaral"
4589,Clara Gomes Amaral,170,"Avenida Alberto Sarmento, 1099 - Castelo"
4590,Livia Vieira Pereira,157,"Avenida Heitor Penteado, 1642 - Taquaral"
4591,Giovanna de Almeida Trindade,204,"Avenida Alberto Sarmento, 496 - Castelo"
4592,Larissa Nascimento Amancio,158,"Avenida Heitor Penteado, 2858 - Taquaral"
4593,André de Oliveira Mendonça,196,"Avenida Heitor Penteado, 2727 - Taquaral"
4594,Livia Nascimento Camargo,164,"Rua Doutor Delfino Cintra, 783 - Vila Itapura"
4595,Mariana Amorim Silva,197,"Avenida Albino José Barbosa de Oliveira, 2990 - Barão Geraldo"
4596,Daniel Mesquita Ribeiro,195,"Rua Barão de Itapura, 2908 - Guanabara"
4597,Thiago Ponciano Araujo,189,"Avenida Albino José Barbosa de Oliveira, 135 - Barão Geraldo"
4598,Thiago Mesquita Soares,167,"Avenida Alberto Sarmento, 353 - Castelo"
4599,Vinícius Cruz Campos,191,"Avenida Heitor Penteado, 1413 - Taquaral"
4600,Matheus Cristine Sanches,169,"Rua Doutor Delfino Cintra, 284 - Vila Itapura"
4601,João Martins dos Santos,155,"Avenida Heitor Penteado, 2154 - Taquaral"
4602,Pedro Fernandes Pereira,161,"Avenida Albino José Barbosa de Oliveira, 2441 - Barão Geraldo"
4603,Pedro Bellini Dias,151,"Avenida Albino José Barbosa de Oliveira, 584 - Barão Geraldo"
4604,Vinícius Ponciano Amancio,156,"Rua Paula Bueno, 480 - Taquaral"
4605,Larissa Ponciano da Costa,165,"Avenida Alberto Sarmento, 282 - Castelo"
4606,João Franco Mendonça,152,"Avenida Andrade Neves, 1613 - Castelo"
4607,Maria Amorim Domingues,194,"Rua Marechal Deodoro, 498 - Vila Itapura"
4608,Clara de Medeiros Machado,152,"Avenida Brasil, 1403 - Guanabara"
4609,Henrique Fernandes Soares,176,"Avenida Albino José Barbosa de Oliveira, 1077 - Barão Geraldo"
4610,Gabriel Amorim Soares,199,"Rua Sampaio Ferraz, 345 - Cambuí"
4611,Rafael Cruz Ribeiro,192,"Avenida Anchieta, 749 - Centro"
4612,Samuel Amorim Castilho,189,"Avenida Albino José Barbosa de Oliveira, 1416 - Barão Geraldo"
4613,Samuel Vieira Camargo,187,"Avenida Albino José Barbosa de Oliveira, 2367 - Barão Geraldo"
4614,Miguel Ponciano Amancio,182,"Avenida Anchieta, 978 - Centro"
4615,Thiago Alves Camargo,177,"Avenida Brasil, 920 - Guanabara"
4616,Eduardo Cruz Soares,150,"Rua Paula Bueno, 309 - Taquaral"
4617,Guilherme Santana Machado,204,"Avenida Francisco Glicério, 2303 - Centro"
4618,Maria Mesquita Dias,157,"Avenida Andrade Neves, 1522 - Castelo"
4619,Beatriz Gomes Amancio,186,"Avenida Heitor Penteado, 2655 - Taquaral"
4620,Beatriz Martins Senzaki,181,"Avenida Albino José Barbosa de Oliveira, 1592 - Barão Geraldo"
4621,Samuel Ponciano Domingues,197,"Rua Doutor Delfino Cintra, 26 - Vila Itapura"
4622,Daniel Fernandes Soares,192,"Rua Barão de Itapura, 3196 - Guanabara"
4623,Yasmin Ferreira Sanches,186,"Avenida Albino José Barbosa de Oliveira, 3388 - Barão Geraldo"
4624,Giovanna da Silva Melo,153,"Avenida Heitor Penteado, 41 - Taquaral"
4625,Victor Vieira Lima,179,"Avenida Anchieta, 653 - Centro"
4626,Samuel Paschoalino Senzaki,155,"Avenida Brasil, 2108 - Guanabara"
4627,Yasmin Queiroz Lopes,195,"Rua Marechal Deodoro, 331 - Vila Itapura"
4628,Erik de Almeida Sanches,203,"Avenida Albino José Barbosa de Oliveira, 685 - Barão Geraldo"
4629,Livia de Medeiros Amancio,168,"Rua Maria Monteiro, 1078 - Cambuí"
4630,Maria Matos Camargo,181,"Rua Doutor Delfino Cintra, 605 - Vila Itapura"
4631,Henrique Ferreira Araujo,158,"Avenida Anchieta, 822 - Centro"
4632,Miguel Queiroz Lopes,161,"Rua Maria Monteiro, 755 - Cambuí"
4633,Vinícius Bellini Pinto,160,"Avenida Anchieta, 324 - Centro"
4634,Thiago de Almeida dos Santos,195,"Rua Coronel Quirino, 701 - Cambuí"
4635,Erik Vieira Araujo,204,"Avenida Albino José Barbosa de Oliveira, 1348 - Barão Geraldo"
4636,Vinícius Bellini Barbosa,165,"Rua Doutor Delfino Cintra, 217 - Vila Itapura"
4637,Matheus Cristine Domingues,150,"Rua Maria Monteiro, 1502 - Cambuí"
4638,Sofia Paschoalino Mengue,194,"Avenida Anchieta, 644 - Centro"
4639,Livia Cristine Mengue,204,"Avenida Anchieta, 497 - Centro"
4640,Erik Amorim Ribeiro,202,"Avenida Alberto Sarmento, 497 - Castelo"
4641,Miguel Matos Pereira,170,"Rua Doutor Delfino Cintra, 468 - Vila Itapura"
4642,Matheus Franco Araujo,179,"Rua Doutor Delfino Cintra, 56 - Vila Itapura"
4643,Pedro Mesquita Amaral,162,"Rua Sampaio Ferraz, 282 - Cambuí"
4644,Vitória Franco Campos,183,"Rua Marechal Deodoro, 1527 - Vila Itapura"
4645,Rafael Queiroz Rodrigues,153,"Rua Marechal Deodoro, 680 - Vila Itapura"
4646,Matheus Nascimento da Costa,177,"Rua Marechal Deodoro, 172 - Vila Itapura"
4647,Guilherme Vieira Silva,187,"Rua Doutor Delfino Cintra, 191 - Vila Itapura"
4648,Eduardo Paschoalino dos Santos,180,"Avenida Albino José Barbosa de Oliveira, 2531 - Barão Geraldo"
4649,Daniel Paschoalino Rodrigues,204,"Avenida Brasil, 2155 - Guanabara"
4650,Felipe Paschoalino dos Santos,176,"Avenida Albino José Barbosa de Oliveira, 2488 - Barão Geraldo"
4651,Pedro Amorim Silva,154,"Avenida Alberto Sarmento, 988 - Castelo"
4652,Mariana Santana Domingues,174,"Rua Coronel Quirino, 839 - Cambuí"
4653,Vitória Amorim Barbosa,152,"Avenida Francisco Glicério, 2116 - Centro"
4654,Thiago Gomes dos Santos,182,"Rua Barão de Itapura, 1747 - Guanabara"
4655,Clara Mesquita Lima,153,"Avenida Francisco Glicério, 1365 - Centro"
4656,Miguel Cruz Ribeiro,174,"Rua Barão de Itapura, 1804 - Guanabara"
4657,Maria Paschoalino Senzaki,169,"Rua Coronel Quirino, 1869 - Cambuí"
4658,Erik Cruz Araujo,183,"Rua Doutor Delfino Cintra, 821 - Vila Itapura"
4659,Rafael Fernandes Ribeiro,175,"Rua Doutor Delfino Cintra, 561 - Vila Itapura"
4660,Pedro Paschoalino Barbosa,154,"Avenida Albino José Barbosa de Oliveira, 1233 - Barão Geraldo"
4661,Miguel Ferreira Trindade,184,"Rua Marechal Deodoro, 383 - Vila Itapura"
4662,Felipe Mesquita Dias,177,"Avenida Albino José Barbosa de Oliveira, 2099 - Barão Geraldo"
4663,Vitória Nascimento Athayde,178,"Rua Paula Bueno, 795 - Taquaral"
4664,Henrique Paschoalino Senzaki,158,"Avenida Andrade Neves, 1499 - Castelo"
4665,Mariana Matos Domingues,201,"Rua Doutor Delfino Cintra, 816 - Vila Itapura"
4666,Maria Alves Araujo,187,"Avenida Andrade Neves, 738 - Castelo"
4667,Victor Franco Araujo,199,"Avenida Brasil, 1257 - Guanabara"
4668,Sofia Mesquita Athayde,155,"Avenida Brasil, 349 - Guanabara"
4669,Pedro Nascimento Ribeiro,168,"Rua Doutor Delfino Cintra, 350 - Vila Itapura"
4670,Samuel Ferreira Araujo,193,"Rua Maria Monteiro, 22 - Cambuí"
4671,Vinícius Queiroz Sanches,160,"Rua Maria Monteiro, 329 - Cambuí"
4672,Pedro Santana Rodrigues,151,"Rua Doutor Delfino Cintra, 391 - Vila Itapura"
4673,Beatriz Martins Mengue,196,"Avenida Alberto Sarmento, 485 - Castelo"
4674,Maria Ferreira Pinto,193,"Rua Maria Monteiro, 278 - Cambuí"
4675,Sofia Vieira Melo,193,"Avenida Alberto Sarmento, 677 - Castelo"
